transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label,amount_vs_avg,high_value_transaction,night_transaction,behavior_risk_score,new_account,international_high_risk,high_activity_risk
T3050,U1937,13250.6,Payment,UPI,Web,Hyderabad,1432,2,2,24833.73,0,0.681,7,0,0.5335512002747765,0,1,9,0,0,0
T3051,U4011,10306.38,Payment,UPI,Android,Bangalore,1723,12,3,7665.97,0,0.987,4,0,1.344257248952324,0,0,7,0,0,0
T3052,U6258,24177.83,Payment,UPI,Web,Hyderabad,1295,8,2,1924.98,0,0.923,4,0,12.553520804992784,1,0,6,0,0,0
T3053,U7305,13463.26,Transfer,Wallet,Web,Mumbai,587,9,0,2786.06,0,0.186,6,0,4.830631561573845,1,0,6,0,0,1
T3054,U2423,14408.71,Transfer,Wallet,Web,Hyderabad,334,0,2,14972.54,0,0.86,4,0,0.9622781252796598,0,1,6,0,0,0
T3055,U6221,32854.97,Transfer,Card,Web,Bangalore,380,1,3,27674.87,0,0.843,7,0,1.1871341352593434,0,1,10,0,0,1
T3056,U3319,48428.44,Payment,UPI,iOS,Chennai,1968,13,2,29468.1,1,0.575,2,0,1.6433633874125781,0,0,4,0,0,0
T3057,U5212,30201.68,Transfer,Card,Web,Bangalore,114,4,3,6231.03,0,0.338,7,0,4.846202601720467,1,1,10,0,0,1
T3058,U8947,3895.12,Payment,Wallet,iOS,Chennai,107,21,4,4643.82,0,0.209,3,0,0.8385943911712402,0,0,7,0,0,0
T3059,U3433,3825.4,Transfer,UPI,iOS,Delhi,1520,9,0,10668.81,1,0.212,8,0,0.3585255969881376,0,0,8,0,0,0
T3060,U3461,47573.59,Withdrawal,Card,Android,Bangalore,105,18,3,13970.3,0,0.338,5,0,3.4050940141575943,1,0,8,0,0,0
T3061,U6862,14899.67,Payment,UPI,Android,Hyderabad,1958,7,1,24261.15,0,0.504,9,0,0.6141116924922152,0,0,10,0,0,0
T3062,U6350,4648.75,Withdrawal,UPI,Web,Chennai,1505,12,1,23260.74,0,0.584,4,1,0.19984532541417793,0,0,5,0,0,0
T3063,U5921,29972.28,Payment,NetBanking,Android,Hyderabad,55,8,2,27687.72,0,0.325,5,0,1.0824725736689886,0,0,7,0,0,0
T3064,U3819,31201.26,Transfer,Card,Web,Chennai,899,17,4,25757.21,1,0.357,1,0,1.2113132084877016,0,0,5,0,0,0
T3065,U8659,32442.82,Transfer,Wallet,Android,Bangalore,40,3,4,13219.9,0,0.014,3,0,2.453904045866772,1,1,7,0,0,0
T3066,U9963,13406.73,Withdrawal,Card,Web,Bangalore,417,7,1,668.78,0,0.002,4,0,20.016617396757145,1,0,5,0,0,0
T3067,U2881,804.78,Transfer,Card,Android,Hyderabad,1408,4,2,7174.03,0,0.907,9,0,0.1121639909519542,0,1,11,0,0,0
T3068,U3739,48252.52,Payment,Card,Android,Bangalore,1415,5,4,18340.63,0,0.014,8,0,2.6307650955776554,1,1,12,0,0,1
T3069,U4017,12582.11,Transfer,NetBanking,iOS,Hyderabad,1944,19,4,15094.68,0,0.033,2,0,0.8334907735193116,0,0,6,0,0,0
T3070,U6233,33817.51,Transfer,UPI,Android,Mumbai,725,4,2,7280.79,0,0.206,6,1,4.64412047037885,1,1,8,0,0,1
T3071,U4091,35346.16,Payment,Wallet,Android,Chennai,1693,0,3,4034.82,0,0.743,4,0,8.758111114965484,1,1,7,0,0,0
T3072,U8959,30519.87,Withdrawal,NetBanking,Web,Hyderabad,653,18,1,6558.76,0,0.679,5,0,4.652589424003317,1,0,6,0,0,0
T3073,U6156,15679.72,Withdrawal,Wallet,iOS,Chennai,707,3,4,7866.37,0,0.647,9,0,1.9930065574645657,0,1,13,0,0,1
T3074,U8494,13591.26,Transfer,NetBanking,Web,Mumbai,982,0,3,26031.99,0,0.575,4,0,0.522078332147018,0,1,7,0,0,0
T3075,U5794,29903.53,Payment,UPI,Android,Chennai,710,18,3,21336.83,0,0.202,5,0,1.4014325730404635,0,0,8,0,0,0
T3076,U3740,43311.48,Withdrawal,Wallet,Web,Hyderabad,1522,3,3,16614.74,0,0.398,7,0,2.6066536910182756,1,1,10,0,0,1
T3077,U2894,47339.35,Withdrawal,Card,iOS,Bangalore,1672,13,3,726.14,0,0.478,7,0,65.10348763649365,1,0,10,0,0,1
T3078,U7441,5339.99,Transfer,NetBanking,Web,Chennai,885,13,0,24653.77,0,0.582,6,0,0.2165905421141629,0,0,6,0,0,0
T3079,U7239,7783.69,Payment,Wallet,Android,Chennai,915,8,0,16618.66,0,0.198,3,1,0.46834231265862236,0,0,3,0,0,0
T3080,U7655,47239.58,Withdrawal,UPI,Web,Mumbai,818,18,2,18857.48,1,0.729,1,0,2.5049516185821976,1,0,3,0,1,0
T3081,U4321,36839.93,Transfer,Wallet,Android,Delhi,1342,10,1,2062.84,0,0.309,9,0,17.850187030002324,1,0,10,0,0,1
T3082,U7373,44155.54,Transfer,NetBanking,iOS,Bangalore,608,15,2,24464.02,0,0.66,6,0,1.8048438137389629,0,0,8,0,0,1
T3083,U9481,10171.5,Transfer,UPI,iOS,Hyderabad,976,18,0,24977.64,1,0.514,3,0,0.40720791844551985,0,0,3,0,0,0
T3084,U3579,29399.91,Transfer,Card,Web,Mumbai,642,3,2,26511.93,0,0.592,1,1,1.108889511645827,0,1,3,0,0,0
T3085,U5839,35071.92,Withdrawal,NetBanking,iOS,Hyderabad,1877,8,2,15889.88,0,0.413,6,0,2.207047060955718,1,0,8,0,0,1
T3086,U8489,34021.59,Payment,NetBanking,Web,Hyderabad,1849,16,3,11881.93,0,0.445,3,0,2.8630640759475985,1,0,6,0,0,0
T3087,U5969,20437.18,Transfer,UPI,Android,Chennai,1944,14,4,2284.09,0,0.868,1,1,8.943709000520768,1,0,5,0,0,0
T3088,U3517,818.97,Transfer,NetBanking,Web,Mumbai,144,7,0,5897.16,0,0.476,5,0,0.13885177750349262,0,0,5,0,0,0
T3089,U8818,29167.16,Withdrawal,Wallet,Android,Mumbai,337,12,0,6844.51,0,0.794,1,0,4.260772389493259,1,0,1,0,0,0
T3090,U5936,12692.42,Transfer,Card,iOS,Bangalore,208,0,2,1974.43,0,0.395,3,0,6.425142880284293,1,1,5,0,0,0
T3091,U4968,22540.2,Transfer,Wallet,Android,Delhi,692,1,4,4715.82,0,0.701,3,0,4.778685639901459,1,1,7,0,0,0
T3092,U5411,47881.17,Payment,UPI,Android,Hyderabad,1293,9,2,26615.43,1,0.233,6,0,1.7989328396032074,0,0,8,0,0,1
T3093,U8352,19981.81,Transfer,NetBanking,Android,Bangalore,133,20,1,16407.54,0,0.917,4,0,1.2177689178927558,0,0,5,0,0,0
T3094,U3811,41998.09,Withdrawal,Card,Android,Bangalore,763,12,0,22958.29,0,0.967,8,1,1.8292416708007955,0,0,8,0,0,1
T3095,U8174,9467.6,Payment,UPI,Android,Hyderabad,1980,10,3,8323.21,0,0.901,3,0,1.1373571786391743,0,0,6,0,0,0
T3096,U3092,33639.4,Withdrawal,Wallet,Web,Chennai,1616,13,3,4124.48,0,0.346,8,0,8.15405722485626,1,0,11,0,0,1
T3097,U9210,48851.5,Payment,NetBanking,Android,Chennai,391,15,3,11260.29,0,0.276,7,0,4.338002129418565,1,0,10,0,0,1
T3098,U3027,5139.56,Payment,NetBanking,Android,Hyderabad,1540,5,0,23810.26,1,0.182,2,0,0.2158457805256841,0,1,2,0,0,0
T3099,U2756,465.58,Transfer,UPI,Android,Mumbai,580,1,0,8990.21,0,0.873,8,0,0.05178168455636116,0,1,8,0,0,0
T3100,U2007,21707.46,Transfer,Wallet,Android,Delhi,1142,4,3,6215.59,0,0.119,1,0,3.491859685132846,1,1,4,0,0,0
T3101,U5070,4676.64,Transfer,NetBanking,Android,Chennai,1074,18,0,769.67,0,0.642,9,1,6.068278251391647,1,0,9,0,0,1
T3102,U4456,37431.8,Withdrawal,Wallet,Android,Delhi,1478,6,3,18757.93,0,0.331,7,0,1.9954123182932078,0,0,10,0,0,1
T3103,U3795,45731.71,Transfer,Card,iOS,Bangalore,807,16,1,13131.07,0,0.188,6,0,3.482444884926748,1,0,7,0,0,1
T3104,U2850,21729.35,Transfer,NetBanking,Web,Bangalore,900,4,1,7836.83,0,0.184,8,0,2.772368117195703,1,1,9,0,0,1
T3105,U5293,12972.65,Payment,Card,Android,Hyderabad,1179,11,1,15640.65,0,0.871,9,0,0.8293658277739241,0,0,10,0,0,0
T3106,U7206,21748.45,Transfer,NetBanking,Web,Hyderabad,1831,18,2,21048.66,0,0.86,8,0,1.0331972107863026,0,0,10,0,0,1
T3107,U9408,36186.22,Transfer,UPI,iOS,Hyderabad,1936,17,2,7499.26,0,0.272,6,0,4.824662078381283,1,0,8,0,0,1
T3108,U7336,502.26,Transfer,NetBanking,iOS,Chennai,1597,11,4,18302.24,0,0.034,4,0,0.027441043225133906,0,0,8,0,0,0
T3109,U9541,29493.23,Transfer,NetBanking,Android,Delhi,185,2,4,7878.57,1,0.869,9,0,3.7429999352756558,1,1,13,0,1,1
T3110,U9944,30683.92,Payment,Wallet,Web,Bangalore,1312,3,4,29601.16,0,0.057,8,0,1.036543279274215,0,1,12,0,0,1
T3111,U4975,31902.53,Transfer,Wallet,Android,Delhi,389,14,1,21998.47,0,0.085,8,0,1.4501499354302625,0,0,9,0,0,1
T3112,U4882,12139.0,Payment,Card,iOS,Chennai,174,14,1,18119.48,0,0.822,3,0,0.6699049914792544,0,0,4,0,0,0
T3113,U7906,35716.93,Withdrawal,Card,iOS,Delhi,1872,10,1,5252.69,0,0.817,9,0,6.7984464252744266,1,0,10,0,0,1
T3114,U6476,4615.0,Transfer,Card,Web,Delhi,1519,1,0,17633.18,0,0.202,7,0,0.26170766091760433,0,1,7,0,0,0
T3115,U9394,10003.55,Transfer,NetBanking,Android,Hyderabad,773,17,0,24033.64,0,0.038,1,0,0.41621384801270167,0,0,1,0,0,0
T3116,U1625,43879.63,Transfer,NetBanking,Web,Delhi,624,2,1,22139.51,0,0.063,2,0,1.9818707879809454,0,1,3,0,0,0
T3117,U2875,36949.22,Payment,Card,Web,Delhi,1598,17,3,23362.95,0,0.453,2,0,1.5814628947588059,0,0,5,0,0,0
T3118,U8405,736.59,Transfer,UPI,iOS,Delhi,1800,13,4,9602.21,0,0.418,1,0,0.07670247760904948,0,0,5,0,0,0
T3119,U4489,12456.39,Transfer,UPI,Web,Mumbai,1394,5,2,9915.08,0,0.182,1,0,1.256180869859864,0,1,3,0,0,0
T3120,U9138,10759.6,Withdrawal,NetBanking,iOS,Bangalore,182,1,4,16212.63,1,0.909,4,0,0.6636145021195131,0,1,8,0,1,0
T3121,U6145,13576.78,Payment,UPI,Android,Bangalore,772,0,3,8431.88,0,0.552,7,0,1.6099814061151116,0,1,10,0,0,1
T3122,U8941,12415.61,Payment,UPI,Web,Delhi,1210,7,0,3479.09,0,0.807,6,0,3.5676117571672,1,0,6,0,0,1
T3123,U6315,3173.19,Withdrawal,Card,Web,Hyderabad,1082,9,1,13887.54,0,0.104,7,0,0.22847541930253287,0,0,8,0,0,0
T3124,U7829,22974.08,Payment,UPI,Android,Hyderabad,1144,19,0,157.53,0,0.973,8,0,144.91944742320067,1,0,8,0,0,1
T3125,U5997,36650.04,Transfer,UPI,Web,Hyderabad,1243,17,0,22846.67,0,0.81,8,0,1.6041040508725837,0,0,8,0,0,1
T3126,U8775,30356.25,Transfer,NetBanking,Android,Bangalore,1793,19,3,22515.64,0,0.288,3,0,1.3481696203341174,0,0,6,0,0,0
T3127,U9728,33659.94,Withdrawal,NetBanking,iOS,Chennai,1720,10,0,16602.28,0,0.021,7,0,2.027306652661402,1,0,7,0,0,1
T3128,U1891,4103.4,Payment,NetBanking,iOS,Delhi,628,17,0,22453.81,0,0.165,6,0,0.18274035718850434,0,0,6,0,0,0
T3129,U1367,47576.96,Payment,UPI,Web,Bangalore,674,15,4,18773.39,0,0.419,8,0,2.5341414554614023,1,0,12,0,0,1
T3130,U9774,41932.67,Payment,Card,iOS,Hyderabad,868,4,4,20953.91,0,0.003,3,0,2.0010904365611686,1,1,7,0,0,0
T3131,U1861,40264.26,Withdrawal,Wallet,iOS,Bangalore,1188,6,3,2033.21,0,0.041,9,0,19.79356113675579,1,0,12,0,0,1
T3132,U6435,41158.04,Transfer,NetBanking,Android,Bangalore,1685,21,1,26449.84,1,0.099,5,0,1.556020149076551,0,0,6,0,0,0
T3133,U2873,46638.89,Withdrawal,NetBanking,iOS,Bangalore,1696,1,4,19353.54,0,0.81,2,0,2.4097131732399735,1,1,6,0,0,0
T3134,U5787,27235.49,Transfer,NetBanking,iOS,Hyderabad,1306,10,0,18357.86,0,0.547,4,0,1.483506601172404,0,0,4,0,0,0
T3135,U7671,10054.09,Withdrawal,Card,iOS,Chennai,565,12,2,11678.5,0,0.191,7,0,0.8608322274069952,0,0,9,0,0,0
T3136,U8670,30858.34,Transfer,Wallet,Android,Mumbai,1616,19,4,941.25,0,0.264,1,0,32.74963120191032,1,0,5,0,0,0
T3137,U5803,37156.93,Payment,Wallet,Web,Delhi,646,23,2,27053.71,0,0.642,1,0,1.3733996779119053,0,0,3,0,0,0
T3138,U6752,36908.97,Payment,NetBanking,Android,Delhi,1697,15,1,29571.39,1,0.319,9,0,1.2480888423289427,0,0,10,0,0,1
T3139,U9680,26096.38,Payment,UPI,Web,Bangalore,1488,13,0,24252.82,0,0.682,3,0,1.0759698884546847,0,0,3,0,0,0
T3140,U5630,3469.51,Withdrawal,NetBanking,Web,Chennai,1894,6,4,27459.67,1,0.778,1,0,0.12634469588688113,0,0,5,0,1,0
T3141,U3991,18587.09,Withdrawal,NetBanking,iOS,Hyderabad,1349,6,1,3716.63,0,0.307,7,0,4.999714872109381,1,0,8,0,0,1
T3142,U1401,46042.29,Withdrawal,UPI,iOS,Mumbai,1854,11,3,3947.39,0,0.367,7,0,11.661028925714026,1,0,10,0,0,1
T3143,U7518,29243.22,Payment,UPI,Android,Mumbai,1765,11,1,26400.23,1,0.05,2,0,1.1076461210329973,0,0,3,0,0,0
T3144,U5794,26939.68,Transfer,NetBanking,Android,Bangalore,224,19,3,1819.43,0,0.82,8,1,14.798525623067077,1,0,11,0,0,1
T3145,U8475,13479.23,Payment,Card,Android,Bangalore,1363,0,3,2886.79,0,0.606,3,0,4.667662814816866,1,1,6,0,0,0
T3146,U9384,18454.02,Payment,Card,iOS,Hyderabad,153,22,4,24523.74,1,0.888,3,0,0.7524654695625723,0,0,7,0,1,0
T3147,U7477,44772.54,Transfer,UPI,Web,Hyderabad,628,5,2,16753.54,0,0.189,5,0,2.6722631597167097,1,1,7,0,0,0
T3148,U5262,33339.83,Transfer,NetBanking,Android,Hyderabad,1017,7,3,11812.64,0,0.961,2,0,2.822147111305237,1,0,5,0,0,0
T3149,U7918,39379.98,Transfer,Card,Web,Bangalore,363,12,0,16648.11,0,0.707,4,0,2.365290396904099,1,0,4,0,0,0
T3150,U3890,22744.55,Transfer,NetBanking,iOS,Chennai,290,4,4,26374.56,0,0.197,2,0,0.8623342973570987,0,1,6,0,0,0
T3151,U4242,31530.85,Payment,NetBanking,iOS,Bangalore,1355,23,3,22738.26,0,0.463,9,1,1.386626037962537,0,0,12,0,0,1
T3152,U6687,12456.76,Withdrawal,NetBanking,iOS,Bangalore,1339,9,4,20779.06,1,0.699,6,0,0.5994573644156946,0,0,10,0,0,0
T3153,U2405,35287.77,Payment,Card,iOS,Mumbai,846,13,0,29308.88,0,0.017,1,1,1.2039547756592657,0,0,1,0,0,0
T3154,U3729,21408.69,Transfer,Wallet,Web,Hyderabad,1879,23,4,15687.07,0,0.78,9,0,1.3646477865027373,0,0,13,0,0,1
T3155,U4813,22155.15,Withdrawal,NetBanking,Web,Delhi,1512,8,4,289.09,1,0.948,8,0,76.3733668861388,1,0,12,0,1,1
T3156,U2794,32483.65,Withdrawal,Card,Android,Hyderabad,1969,16,3,12928.08,0,0.081,2,0,2.512448681576725,1,0,5,0,0,0
T3157,U3299,46817.22,Payment,Wallet,Web,Chennai,399,2,1,2987.5,0,0.898,3,0,15.665792203446545,1,1,4,0,0,0
T3158,U7938,3247.12,Payment,UPI,Web,Chennai,1097,11,4,3581.97,0,0.464,7,0,0.9062649143029387,0,0,11,0,0,0
T3159,U1499,41245.92,Payment,Card,Web,Hyderabad,1829,11,3,7721.54,0,0.516,4,0,5.3409784863529355,1,0,7,0,0,0
T3160,U5951,14654.54,Withdrawal,Wallet,Android,Hyderabad,274,10,0,11502.88,0,0.84,8,0,1.2738780307165931,0,0,8,0,0,1
T3161,U1457,22223.78,Withdrawal,Card,Web,Bangalore,15,21,0,14499.83,0,0.59,1,0,1.53258675537883,0,0,1,1,0,0
T3162,U2355,1144.57,Withdrawal,Wallet,Web,Delhi,922,3,1,5177.62,0,0.351,4,0,0.22101834079349325,0,1,5,0,0,0
T3163,U1586,15087.25,Transfer,Wallet,Web,Bangalore,177,7,0,9420.44,0,0.733,1,0,1.6013740999252768,0,0,1,0,0,0
T3164,U2358,25156.43,Transfer,Card,iOS,Mumbai,364,9,3,8368.53,0,0.138,7,0,3.005715972103571,1,0,10,0,0,1
T3165,U2539,2856.0,Payment,UPI,Web,Mumbai,182,13,1,11020.9,0,0.666,9,0,0.2591204783204348,0,0,10,0,0,0
T3166,U4553,24580.23,Withdrawal,NetBanking,Android,Chennai,859,0,3,3328.92,0,0.775,1,0,7.381627786853738,1,1,4,0,0,0
T3167,U7338,46359.18,Payment,Wallet,Android,Chennai,128,11,1,11980.49,0,0.335,8,0,3.869233292353455,1,0,9,0,0,1
T3168,U5775,5314.39,Withdrawal,NetBanking,Android,Delhi,1972,4,1,16675.08,0,0.97,6,0,0.3186834076113811,0,1,7,0,0,0
T3169,U6660,38233.81,Payment,UPI,Android,Chennai,1259,13,3,2998.75,0,0.641,6,0,12.745665472122676,1,0,9,0,0,1
T3170,U9951,20513.07,Transfer,NetBanking,iOS,Mumbai,183,3,1,15671.03,0,0.096,8,0,1.308896805327708,0,1,9,0,0,1
T3171,U2707,32775.93,Withdrawal,NetBanking,Android,Delhi,968,16,3,22701.79,0,0.966,1,0,1.4436961272160822,0,0,4,0,0,0
T3172,U7646,13048.82,Transfer,Card,iOS,Mumbai,138,21,0,346.37,0,0.744,9,0,37.564614100238934,1,0,9,0,0,1
T3173,U7934,8016.64,Withdrawal,Card,iOS,Hyderabad,196,12,0,1521.09,0,0.696,6,0,5.266863326084529,1,0,6,0,0,1
T3174,U2437,8065.11,Payment,UPI,iOS,Hyderabad,1096,2,4,14047.58,0,0.253,3,0,0.5740872031194612,0,1,7,0,0,0
T3175,U6551,3571.07,Withdrawal,Card,Android,Delhi,902,10,2,26196.05,0,0.473,1,0,0.1363157302062637,0,0,3,0,0,0
T3176,U1636,9323.05,Transfer,Wallet,Android,Bangalore,1307,10,2,29933.88,0,0.901,4,0,0.31144437525722496,0,0,6,0,0,0
T3177,U3097,33227.76,Withdrawal,UPI,iOS,Chennai,607,4,0,2892.48,0,0.308,5,0,11.483666726571466,1,1,5,0,0,0
T3178,U6648,44090.45,Payment,Card,iOS,Delhi,219,5,4,648.42,0,0.423,4,0,67.89204212990053,1,1,8,0,0,0
T3179,U9238,40715.58,Withdrawal,Card,Android,Chennai,1018,3,2,6940.22,0,0.257,7,0,5.8657671129859015,1,1,9,0,0,1
T3180,U8728,34272.46,Transfer,UPI,Web,Mumbai,1226,9,3,14077.36,0,0.216,6,0,2.4344071326489733,1,0,9,0,0,1
T3181,U2892,5566.07,Payment,Wallet,Web,Bangalore,759,9,3,17196.7,1,0.044,5,0,0.32365199997674104,0,0,8,0,0,0
T3182,U7681,14494.91,Transfer,UPI,Web,Chennai,541,11,1,29207.2,0,0.737,3,0,0.4962616662444108,0,0,4,0,0,0
T3183,U3479,15524.85,Withdrawal,Card,Android,Hyderabad,961,21,2,26665.06,0,0.091,9,0,0.5821951199389785,0,0,11,0,0,0
T3184,U3307,12535.35,Transfer,Card,Android,Hyderabad,1215,22,3,16906.75,0,0.531,3,0,0.741396696781062,0,0,6,0,0,0
T3185,U9479,25774.53,Withdrawal,UPI,iOS,Mumbai,569,17,2,10915.24,0,0.05,3,0,2.3611179307160706,1,0,5,0,0,0
T3186,U8793,26800.91,Payment,Wallet,Android,Delhi,237,14,1,9706.78,0,0.984,3,0,2.7607661071841347,1,0,4,0,0,0
T3187,U9998,17876.45,Transfer,Wallet,Android,Chennai,575,22,0,17221.48,0,0.709,8,0,1.037971883259554,0,0,8,0,0,1
T3188,U3523,17721.77,Transfer,NetBanking,Android,Mumbai,623,22,4,21668.45,0,0.63,2,0,0.8178227873803904,0,0,6,0,0,0
T3189,U8196,41436.35,Withdrawal,Wallet,iOS,Hyderabad,98,17,1,14501.81,0,0.186,4,0,2.85712561910416,1,0,5,0,0,0
T3190,U3384,39475.18,Transfer,UPI,iOS,Hyderabad,1177,2,1,9201.52,0,0.528,8,0,4.289605455896863,1,1,9,0,0,1
T3191,U2635,15424.4,Transfer,Wallet,Web,Hyderabad,1693,2,1,18433.64,0,0.504,1,0,0.8367074160385014,0,1,2,0,0,0
T3192,U4015,45693.73,Payment,Wallet,Web,Bangalore,1775,0,4,16782.47,0,0.359,3,0,2.7225436694557206,1,1,7,0,0,0
T3193,U9732,47643.11,Withdrawal,NetBanking,Android,Bangalore,824,16,3,12878.31,0,0.156,4,0,3.6991973948914967,1,0,7,0,0,0
T3194,U3947,16370.79,Withdrawal,Wallet,Android,Hyderabad,259,9,2,22475.84,0,0.367,6,0,0.7283403716892588,0,0,8,0,0,0
T3195,U3248,17753.53,Payment,NetBanking,iOS,Delhi,234,5,0,8538.41,1,0.609,2,0,2.079011313427977,1,1,2,0,0,0
T3196,U1716,25306.43,Payment,NetBanking,Web,Bangalore,912,10,0,14599.26,0,0.487,7,0,1.7332862565461162,0,0,7,0,0,1
T3197,U7337,47058.98,Withdrawal,Wallet,Web,Chennai,1952,13,4,28216.15,0,0.57,3,0,1.667743907517237,0,0,7,0,0,0
T3198,U7308,43822.16,Payment,Card,Web,Bangalore,980,16,0,21712.58,0,0.572,8,0,2.018191380693557,1,0,8,0,0,1
T3199,U3146,5173.27,Payment,UPI,Android,Chennai,682,6,4,11700.36,0,0.245,2,0,0.4421084386772136,0,0,6,0,0,0
T3200,U5752,19666.9,Payment,UPI,Android,Bangalore,177,21,4,16430.71,1,0.111,9,0,1.1968869947193568,0,0,13,0,0,1
T3201,U9012,27690.89,Withdrawal,Wallet,Android,Hyderabad,119,3,2,12223.91,0,0.522,4,0,2.2651201522137994,1,1,6,0,0,0
T3202,U8354,25181.47,Payment,UPI,iOS,Chennai,1806,10,2,3465.19,0,0.892,8,0,7.264884498541627,1,0,10,0,0,1
T3203,U8091,9733.46,Transfer,UPI,Web,Delhi,1206,18,4,10114.62,0,0.995,4,0,0.9622208030748485,0,0,8,0,0,0
T3204,U3874,42947.9,Transfer,NetBanking,iOS,Bangalore,1544,8,2,25827.25,0,0.786,6,0,1.6628265561933155,0,0,8,0,0,1
T3205,U5424,33863.19,Withdrawal,Card,Web,Bangalore,1912,20,3,13889.94,0,0.221,8,0,2.437789667221945,1,0,11,0,0,1
T3206,U7722,41903.52,Payment,UPI,Android,Hyderabad,306,7,1,17580.66,0,0.63,5,0,2.3833653932563816,1,0,6,0,0,0
T3207,U3263,42945.28,Transfer,Card,iOS,Chennai,1937,19,0,5525.26,0,0.239,6,1,7.771129118065382,1,0,6,0,0,1
T3208,U5400,37430.37,Withdrawal,UPI,iOS,Hyderabad,252,3,0,10751.32,0,0.576,2,0,3.4811436043570136,1,1,2,0,0,0
T3209,U7114,21988.57,Transfer,Card,Android,Chennai,218,15,0,27883.23,0,0.481,4,0,0.7885665123261427,0,0,4,0,0,0
T3210,U4991,30546.81,Payment,Card,Web,Bangalore,1276,5,0,9495.94,0,0.382,5,0,3.2164897324822523,1,1,5,0,0,0
T3211,U4615,8060.25,Withdrawal,UPI,Web,Bangalore,1287,5,3,7591.78,0,0.642,1,0,1.061567699841165,0,1,4,0,0,0
T3212,U8870,33698.59,Transfer,NetBanking,Web,Bangalore,1115,18,3,1771.4,0,0.858,7,0,19.01297111261566,1,0,10,0,0,1
T3213,U2970,9003.7,Withdrawal,Card,Web,Bangalore,1467,1,1,3007.2,0,0.337,6,0,2.993052323648694,1,1,7,0,0,1
T3214,U5979,34712.78,Transfer,Card,Android,Mumbai,1508,10,4,17585.2,0,0.486,4,0,1.9738647348489156,0,0,8,0,0,0
T3215,U9846,11518.43,Transfer,UPI,Android,Bangalore,1576,17,2,19834.98,0,0.456,4,0,0.5806836869164015,0,0,6,0,0,0
T3216,U5280,5921.69,Payment,Card,Android,Bangalore,1037,8,1,19283.26,0,0.249,3,0,0.30707374822782935,0,0,4,0,0,0
T3217,U4150,8305.96,Payment,Card,Android,Chennai,1227,15,0,16240.9,0,0.421,1,0,0.5113909086991053,0,0,1,0,0,0
T3218,U2912,149.51,Transfer,NetBanking,iOS,Bangalore,1089,10,2,14780.04,0,0.022,6,0,0.010114985143129305,0,0,8,0,0,0
T3219,U7937,35951.04,Withdrawal,Card,iOS,Bangalore,270,13,1,2257.01,0,0.517,5,0,15.921559249073297,1,0,6,0,0,0
T3220,U4415,36633.43,Withdrawal,NetBanking,iOS,Chennai,1626,7,0,25236.79,1,0.721,6,0,1.4515308194576466,0,0,6,0,1,1
T3221,U1737,25770.92,Payment,Card,Android,Bangalore,1599,12,1,15441.11,0,0.368,1,0,1.6688729713750257,0,0,2,0,0,0
T3222,U9423,8110.07,Transfer,Card,Web,Bangalore,389,9,0,4044.25,0,0.747,2,0,2.0048377726963724,1,0,2,0,0,0
T3223,U2759,4223.54,Payment,NetBanking,iOS,Hyderabad,1520,22,0,4161.9,0,0.751,7,0,1.0145667683585962,0,0,7,0,0,1
T3224,U2145,1005.49,Transfer,NetBanking,iOS,Mumbai,105,11,3,15437.4,0,0.984,9,0,0.06512915846201679,0,0,12,0,0,0
T3225,U8536,8329.12,Transfer,Wallet,Android,Chennai,1894,20,0,7412.84,0,0.546,6,0,1.1234555911646327,0,0,6,0,0,1
T3226,U7860,44548.23,Payment,Card,Web,Hyderabad,1369,2,1,27666.75,0,0.404,6,0,1.6101139413215748,0,1,7,0,0,1
T3227,U4807,12114.77,Withdrawal,NetBanking,Web,Delhi,778,1,2,15018.57,0,0.64,5,0,0.8065989905170388,0,1,7,0,0,0
T3228,U8869,17745.85,Payment,Card,Web,Delhi,1749,10,3,29354.71,0,0.627,5,0,0.6045110133599221,0,0,8,0,0,0
T3229,U9129,5312.01,Transfer,Card,Android,Mumbai,1756,23,2,22051.35,0,0.987,6,0,0.24088181078207088,0,0,8,0,0,0
T3230,U4971,11156.95,Payment,Card,Web,Delhi,1362,17,4,24339.9,0,0.708,2,0,0.45836226269365554,0,0,6,0,0,0
T3231,U2384,25985.27,Withdrawal,UPI,iOS,Mumbai,1529,23,2,11727.47,0,0.307,6,1,2.2155720226082347,1,0,8,0,0,1
T3232,U5687,30407.25,Withdrawal,Wallet,iOS,Delhi,838,20,4,4107.22,1,0.188,4,0,7.401563207423166,1,0,8,0,0,0
T3233,U9108,12305.35,Transfer,UPI,iOS,Delhi,1671,3,4,20721.92,0,0.793,3,0,0.5938038654784172,0,1,7,0,0,0
T3234,U5064,2933.72,Payment,Wallet,Android,Hyderabad,1552,7,3,12271.43,0,0.18,7,0,0.2390496421654065,0,0,10,0,0,0
T3235,U6671,19582.09,Withdrawal,Card,Web,Delhi,935,10,2,28471.57,0,0.627,5,0,0.6877528091071512,0,0,7,0,0,0
T3236,U2205,11748.46,Payment,Card,Android,Mumbai,1158,14,0,5889.6,0,0.132,3,1,1.9944419923267576,0,0,3,0,0,0
